index,date,open,high,low,close,volume,capital_gains
18,2020-12-15 00:00:00-05:00,342.512637194647,344.5542907714844,341.1329093183016,344.5542907714844,63865300,0.0
19,2020-12-16 00:00:00-05:00,344.768704242724,346.0179303309694,343.88304508111514,345.0950012207031,58420500,0.0
20,2020-12-17 00:00:00-05:00,346.7450524040855,347.2298177334712,345.9153267120729,347.02471923828125,64119500,0.0
21,2020-12-18 00:00:00-05:00,347.315028465513,347.4835438740551,343.61688953888864,345.63916015625,136542300,0.0
22,2020-12-21 00:00:00-05:00,341.6975257603453,354.3273207303426,338.9449938903344,344.4032287597656,96386700,0.0
23,2020-12-22 00:00:00-05:00,344.7309637244021,344.84330731460943,342.6899789779958,343.82281494140625,47949000,0.0
24,2020-12-23 00:00:00-05:00,344.7964934994354,346.05104449361977,343.80408706266854,344.1317749023437,46201400,0.0
25,2020-12-24 00:00:00-05:00,344.6092630586231,345.4986974709922,344.01945918536467,345.4706115722656,26457900,0.0
26,2020-12-28 00:00:00-05:00,348.0358129674166,348.8316180275012,347.40855183615247,348.4384155273437,39000400,0.0
27,2020-12-29 00:00:00-05:00,349.97386928148484,350.1517561492149,347.1838797622155,347.7737121582031,53680500,0.0
28,2020-12-30 00:00:00-05:00,348.59761582943503,349.309163326104,347.87672541470425,348.2699279785156,49455300,0.0
29,2020-12-31 00:00:00-05:00,348.07336050365444,350.7697212038506,347.558442810494,350.0394592285156,78520700,0.0
30,2021-01-04 00:00:00-05:00,351.37816437405587,351.5092509171096,341.55707371078086,345.27392578125,110210800,0.0
31,2021-01-05 00:00:00-05:00,344.6279883530067,348.7474151939953,344.5811594764548,347.6520080566406,66426200,0.0
32,2021-01-06 00:00:00-05:00,346.1353006445559,352.9417447610297,345.5829256357248,349.7304382324219,107997700,0.0
33,2021-01-07 00:00:00-05:00,352.11787065274973,355.6755510261936,351.93998377691605,354.92657470703125,68766800,0.0
34,2021-01-08 00:00:00-05:00,356.3215931795571,357.1641987712251,353.05414292479645,356.9488830566406,71677200,0.0
35,2021-01-11 00:00:00-05:00,353.7563213314679,356.3122240238902,353.6346062372348,354.5427551269531,51034700,0.0
36,2021-01-12 00:00:00-05:00,354.73001743994354,355.63813776809474,352.3613159648287,354.6176452636719,52547700,0.0
37,2021-01-13 00:00:00-05:00,354.54273738594145,356.5743507797134,353.7563036298087,355.5726013183594,45303600,0.0
38,2021-01-14 00:00:00-05:00,356.3216385293912,356.8272133773848,353.9904227623667,354.32745361328125,49989100,0.0
39,2021-01-15 00:00:00-05:00,352.6984185664601,353.50356687954024,349.87099940698164,351.74346923828125,107160000,0.0
40,2021-01-19 00:00:00-05:00,354.21504905656366,355.04831169178294,352.7264392445503,354.5052795410156,51233300,0.0
41,2021-01-20 00:00:00-05:00,356.80837306175,360.25373828155864,356.41517050960914,359.4111328125,61836100,0.0
42,2021-01-21 00:00:00-05:00,359.9728892534959,360.4035778093052,358.8119673084487,359.73883056640625,47840100,0.0
43,2021-01-22 00:00:00-05:00,357.8757132232422,359.6358390265115,357.491853568562,358.4655456542969,52860500,0.0
44,2021-01-25 00:00:00-05:00,359.20518232955203,360.23501764916625,354.3273789382754,359.8792724609375,70402000,0.0
45,2021-01-26 00:00:00-05:00,360.8341698003207,361.2461152977036,359.0834157222492,359.3174743652344,42665300,0.0
46,2021-01-27 00:00:00-05:00,355.97519695346097,356.06882614782535,348.28871724217606,350.5356750488281,123351100,0.0
47,2021-01-28 00:00:00-05:00,352.3612262708215,357.5760596417651,351.92122345514014,353.5502624511719,94198100,0.0
48,2021-01-29 00:00:00-05:00,351.67781325155534,352.6515052518927,344.7871116230642,346.47235107421875,126765100,0.0
49,2021-02-01 00:00:00-05:00,349.88963525233873,353.27880031449973,346.76261476483063,352.2395935058594,75817600,0.0
50,2021-02-02 00:00:00-05:00,355.4414967055677,358.78386142826054,352.32384773866625,357.2203369140625,64450700,0.0
51,2021-02-03 00:00:00-05:00,358.0536568689487,359.2333219180873,356.2186445704376,357.50128173828125,52427100,0.0
52,2021-02-04 00:00:00-05:00,358.54040499201744,361.6112534277355,357.61354185359323,361.564453125,47142600,0.0
53,2021-02-05 00:00:00-05:00,363.4463538176044,363.6991269229733,361.517712452326,362.9875793457031,48669800,0.0
54,2021-02-08 00:00:00-05:00,364.44802795313245,365.6557785722611,363.58670813187786,365.6089782714844,38365200,0.0
55,2021-02-09 00:00:00-05:00,364.7663357138901,365.9647433876724,364.3544187905418,365.3655395507813,35551100,0.0
56,2021-02-10 00:00:00-05:00,367.1163476953488,367.26614867663744,362.7909479327446,365.2064208984375,59154400,0.0
57,2021-02-11 00:00:00-05:00,366.292467914223,366.7137849728556,363.3527057088948,365.7962646484375,42913300,0.0
58,2021-02-12 00:00:00-05:00,364.9910470053873,367.8465509696831,364.9161322408801,367.6031494140625,50593300,0.0
59,2021-02-16 00:00:00-05:00,368.838942767774,369.03557258814334,366.5638997458716,367.2847900390625,50972400,0.0
60,2021-02-17 00:00:00-05:00,365.52475715839137,367.62191370338655,364.5042362118772,367.369140625,52290600,0.0
61,2021-02-18 00:00:00-05:00,364.7476837323332,366.5546098976063,363.015643773682,365.8056335449219,59712800,0.0
62,2021-02-19 00:00:00-05:00,367.0695336590669,367.3597641208282,364.7102040065369,365.15960693359375,83241000,0.0
63,2021-02-22 00:00:00-05:00,362.3790075295244,364.77576612098994,362.0794055626871,362.3509216308594,67414200,0.0
64,2021-02-23 00:00:00-05:00,360.1319908214865,364.14844510114966,355.95639266604377,362.7908935546875,107284100,0.0
65,2021-02-24 00:00:00-05:00,361.69554661169246,367.2193543140166,360.7031400947551,366.7886657714844,72433900,0.0
66,2021-02-25 00:00:00-05:00,365.5153842430116,366.8916503632005,356.4994397180611,357.9505920410156,146670500,0.0
67,2021-02-26 00:00:00-05:00,359.8417043767342,360.9932544253789,354.1119543083735,356.1061096191406,152701600,0.0
68,2021-03-01 00:00:00-05:00,361.0027141509435,365.9928608201491,356.3028265082272,364.73828125,105348800,0.0
69,2021-03-02 00:00:00-05:00,364.9630301753362,365.1970888583938,361.3866066410272,361.8921813964844,79595300,0.0
70,2021-03-03 00:00:00-05:00,361.1899119275304,362.1635752256537,356.9955711261983,357.0985717773437,119940200,0.0
71,2021-03-04 00:00:00-05:00,356.9113970656126,359.5141284149185,348.1669683082812,352.6796264648437,183433000,0.0
72,2021-03-05 00:00:00-05:00,356.19987828710725,360.22570500542065,348.8785439831236,359.1677551269531,152039600,0.0
73,2021-03-08 00:00:00-05:00,360.1320489497684,362.9594675036735,357.0986576156705,357.3795166015625,123149200,0.0
74,2021-03-09 00:00:00-05:00,361.24612757717085,365.047237782729,360.74055289108605,362.4819641113281,113633600,0.0
75,2021-03-10 00:00:00-05:00,364.8412819184215,366.4422351649294,363.41821554059374,364.73828125,109899400,0.0
76,2021-03-11 00:00:00-05:00,367.2193078146035,370.42121414973377,366.76053343144366,368.4364013671875,86245000,0.0
77,2021-03-12 00:00:00-05:00,367.0695497742458,369.073077197319,366.25503014763297,368.9326477050781,64653600,0.0
78,2021-03-15 00:00:00-04:00,369.18539790534726,371.3949265422265,367.03206963349646,371.1327819824219,73427200,0.0
79,2021-03-16 00:00:00-04:00,371.7506166799595,372.4621354270672,369.88749071199777,370.6645812988281,73722500,0.0
80,2021-03-17 00:00:00-04:00,369.3726579685904,372.7337369575825,368.221079055057,371.9285888671875,97959300,0.0
81,2021-03-18 00:00:00-04:00,369.3258548274589,371.4230112994617,365.8336892989774,366.5171508789063,115349100,0.0
82,2021-03-19 00:00:00-04:00,366.2146734020002,367.8020943632629,363.65037138799335,365.8389587402344,113624500,0.0
83,2021-03-22 00:00:00-04:00,366.3555844952755,370.1503687335983,366.2992287259354,368.76019287109375,73778600,0.0
84,2021-03-23 00:00:00-04:00,368.1214458235756,369.57735085795815,365.0687176774522,365.8577270507813,90686600,0.0
85,2021-03-24 00:00:00-04:00,367.2667027083642,368.9104795107674,363.9509712192673,363.9979248046875,97588600,0.0
86,2021-03-25 00:00:00-04:00,362.55142279228585,366.8440067246543,360.59766059245567,366.0456237792969,116128600,0.0
87,2021-03-26 00:00:00-04:00,367.2009702777949,372.3483505991138,366.59983248275023,371.9444580078125,114409100,0.0
88,2021-03-29 00:00:00-04:00,370.460290857603,372.6676538345254,368.9668057792232,371.7565307617188,108107600,0.0
89,2021-03-30 00:00:00-04:00,370.4791131725585,371.44659205631615,369.1640688399087,370.7702941894531,76262200,0.0
90,2021-03-31 00:00:00-04:00,371.34326399936833,373.8418081671427,371.3150861152096,372.2731628417969,112734200,0.0
91,2021-04-01 00:00:00-04:00,374.2174879144972,376.3497193891843,374.01084056155815,376.2933349609375,99682900,0.0
92,2021-04-05 00:00:00-04:00,378.9704597031843,382.2392382467633,378.8953282187656,381.6944274902344,91684800,0.0
93,2021-04-06 00:00:00-04:00,381.1307680004305,382.5209150802429,380.7926047477798,381.4689025878906,62021000,0.0
94,2021-04-07 00:00:00-04:00,381.2998909260838,382.2579677288621,380.8396425598268,381.9104309082031,55836300,0.0
95,2021-04-08 00:00:00-04:00,383.169082404591,383.7796223731057,382.22978132527777,383.7232666015625,57863100,0.0
96,2021-04-09 00:00:00-04:00,383.6011597225974,386.6820659409096,383.4790460028009,386.5129699707031,61104600,0.0
97,2021-04-12 00:00:00-04:00,385.9119052045941,386.9263378917228,385.3013651553373,386.6539611816406,56704900,0.0
98,2021-04-13 00:00:00-04:00,386.55057736501305,388.42917954960046,386.1654604773493,387.7998352050781,56551000,0.0
99,2021-04-14 00:00:00-04:00,387.7716447361507,388.8330595224319,385.9306226812486,386.4754333496094,61659900,0.0
100,2021-04-15 00:00:00-04:00,388.6263899788957,390.8995110315357,388.5794363945601,390.6271057128906,60229800,0.0
101,2021-04-16 00:00:00-04:00,391.92336759192136,392.5433097318301,390.4956402990729,391.9327697753906,82037300,0.0
102,2021-04-19 00:00:00-04:00,390.9934549089228,391.44430105643295,388.6733802242185,390.0071716308594,78498500,0.0
103,2021-04-20 00:00:00-04:00,388.78613872856624,389.89450719534887,385.66765206065935,387.1517639160156,81851800,0.0
104,2021-04-21 00:00:00-04:00,386.5318220454757,391.0216803567938,386.3909039420452,390.8150329589844,66793000,0.0
105,2021-04-22 00:00:00-04:00,390.6459606729042,391.4819237726124,386.17487812172334,387.2456665039063,97582800,0.0
106,2021-04-23 00:00:00-04:00,387.8091847549569,392.86262853206887,387.7340532904559,391.44427490234375,73209200,0.0
107,2021-04-26 00:00:00-04:00,392.101748482482,392.8344019976885,391.50998436151,392.2614135742188,52182400,0.0
108,2021-04-27 00:00:00-04:00,392.5620883130966,392.7593621762375,391.031022986436,392.1769714355469,51303100,0.0
109,2021-04-28 00:00:00-04:00,392.4493869070272,393.5765596833663,391.594619473589,392.0642700195313,51238900,0.0
110,2021-04-29 00:00:00-04:00,394.8070020903783,395.1827167562843,391.1625096341873,394.5627746582031,78544300,0.0
111,2021-04-30 00:00:00-04:00,392.280291787345,393.1350591602017,391.0685854384391,391.9703063964844,85527000,0.0
112,2021-05-03 00:00:00-04:00,393.9709956658209,394.3561125001164,392.31784546480463,392.815673828125,68128300,0.0
113,2021-05-04 00:00:00-04:00,390.8150004114941,391.3128288285941,386.682081464695,390.3923034667969,101591200,0.0
114,2021-05-05 00:00:00-04:00,392.0454389291916,392.28026416898666,389.95078747075047,390.5143737792969,60162200,0.0
115,2021-05-06 00:00:00-04:00,390.5895491108578,393.7643912958881,388.5700575548466,393.6329040527344,74321400,0.0
116,2021-05-07 00:00:00-04:00,394.4031491281633,397.15529444702287,393.7174490117959,396.4977722167969,67733800,0.0
117,2021-05-10 00:00:00-04:00,396.8547442442376,397.0801673521288,392.4494194646184,392.571533203125,81852400,0.0
118,2021-05-11 00:00:00-04:00,388.0253215827224,390.0635890823636,385.1698379811028,389.0679321289063,116888000,0.0
119,2021-05-12 00:00:00-04:00,386.268802278505,387.5462380172157,379.47764499537993,380.8020629882813,134811000,0.0
120,2021-05-13 00:00:00-04:00,382.36125569780376,387.32076371119285,382.3142734498256,385.37640380859375,106394000,0.0
121,2021-05-14 00:00:00-04:00,388.1286270376946,392.1488348842711,388.10044914930353,391.2940673828125,82201600,0.0
122,2021-05-17 00:00:00-04:00,390.1762853009676,391.11558637114666,388.2694766099181,390.2983703613281,65129200,0.0
123,2021-05-18 00:00:00-04:00,390.561387968672,390.8056154288192,386.7760056623648,386.9356994628906,59810200,0.0
124,2021-05-19 00:00:00-04:00,382.2204141885532,386.0997036321242,380.726900222138,385.9212341308594,106467100,0.0
125,2021-05-20 00:00:00-04:00,386.80415905405096,391.34099915612734,386.6820739969034,390.0729370117188,78022200,0.0
126,2021-05-21 00:00:00-04:00,391.56635334061633,392.8156395637815,389.2932612630488,389.7535095214844,76578700,0.0
127,2021-05-24 00:00:00-04:00,392.00783940058864,394.8069664394328,391.7636119904672,393.7267761230469,51376700,0.0
128,2021-05-25 00:00:00-04:00,394.8163766164725,395.173315582812,392.2708789333763,392.8532409667969,57451400,0.0
129,2021-05-26 00:00:00-04:00,393.4450323737221,394.1401059887192,392.4024219512265,393.6329040527344,43088600,0.0
130,2021-05-27 00:00:00-04:00,394.666128070574,395.1827321731997,393.5577310649017,393.8395385742188,56707700,0.0
131,2021-05-28 00:00:00-04:00,395.41757999706346,395.680583154986,394.3092115933323,394.5440368652344,58520200,0.0
132,2021-06-01 00:00:00-04:00,396.9205008532493,397.06139029520114,393.7550605082113,394.196533203125,54216600,0.0
133,2021-06-02 00:00:00-04:00,394.8539557985818,395.6617695624663,393.8395233337967,394.8163757324219,49097100,0.0
134,2021-06-03 00:00:00-04:00,392.4869637913171,394.4970532057338,391.0122542093815,393.3511047363281,58138800,0.0
135,2021-06-04 00:00:00-04:00,395.2109261990949,397.2492221388201,393.4168577110476,396.9486389160156,55938800,0.0
136,2021-06-07 00:00:00-04:00,396.93919121532537,397.1176606918258,395.6241755978412,396.5634765625,51555000,0.0
137,2021-06-08 00:00:00-04:00,397.42764801953655,397.5215838562783,394.8070187651546,396.6480407714844,47134300,0.0
138,2021-06-09 00:00:00-04:00,397.4933732181162,397.5685333473936,395.8308208390332,396.0562438964844,48436300,0.0
139,2021-06-10 00:00:00-04:00,397.2868293350247,398.8554749588555,395.9624111971695,397.8973693847656,51020100,0.0
140,2021-06-11 00:00:00-04:00,398.4514697087565,398.66749057896106,397.1552298267701,398.5547790527344,45570800,0.0
141,2021-06-14 00:00:00-04:00,398.6675686055371,399.5505139540412,397.4183107251022,399.44720458984375,42358500,0.0
142,2021-06-15 00:00:00-04:00,399.5974838955145,399.6350353003225,397.831593252923,398.7145385742188,51508500,0.0
143,2021-06-16 00:00:00-04:00,398.8554606156976,399.08088372375454,394.43136012889937,396.4884033203125,80386100,0.0
144,2021-06-17 00:00:00-04:00,396.0750937044504,397.3431272132893,393.8677304630149,396.35687255859375,90949700,0.0
145,2021-06-18 00:00:00-04:00,393.0547621033666,393.7521096496632,390.8025032330178,391.00982666015625,118676300,0.0
146,2021-06-21 00:00:00-04:00,392.78150745768414,396.7960302660624,391.9616466044744,396.6075439453125,72822000,0.0
147,2021-06-22 00:00:00-04:00,396.5981289361824,399.5666014736376,395.872482504178,398.7278747558594,57700300,0.0
148,2021-06-23 00:00:00-04:00,398.8032811804672,399.6137090686301,398.16247372113264,398.2472839355469,49445400,0.0
149,2021-06-24 00:00:00-04:00,400.40528945068337,401.0272309622634,400.15083007333845,400.6031799316406,45110300,0.0
150,2021-06-25 00:00:00-04:00,401.35707608490594,402.47850343231465,401.027239437026,402.0261535644531,58129500,0.0
151,2021-06-28 00:00:00-04:00,402.55396918687217,403.0062903628767,401.34773145256673,402.836669921875,53159600,0.0
152,2021-06-29 00:00:00-04:00,403.2229651332245,403.8637725088169,402.5161846798291,403.0533447265625,35970500,0.0
153,2021-06-30 00:00:00-04:00,402.591615454706,404.0711496359645,402.5633453831712,403.39263916015625,64827900,0.0
154,2021-07-01 00:00:00-04:00,404.1559668520113,405.7862843626896,404.089993764296,405.6260681152344,53441000,0.0
155,2021-07-02 00:00:00-04:00,406.7945852899978,409.0845471406086,405.7108322146403,408.7264404296875,57697700,0.0
156,2021-07-06 00:00:00-04:00,408.7829877536855,408.9997441243618,405.230248168771,407.9819641113281,68710400,0.0
157,2021-07-07 00:00:00-04:00,408.6699403767782,409.7065575998138,406.6438418893297,409.423828125,63549500,0.0
158,2021-07-08 00:00:00-04:00,404.0711353616928,406.8511502532912,402.8837348812311,406.08782958984375,97595200,0.0
159,2021-07-09 00:00:00-04:00,407.6050706376346,410.7243266256325,405.8899428637395,410.4227600097656,76238600,0.0
160,2021-07-12 00:00:00-04:00,410.3378804886227,412.1472511192601,409.9043965258857,411.8927917480469,52889600,0.0
161,2021-07-13 00:00:00-04:00,411.1012764391813,412.6090807812645,410.2248754107305,410.4887390136719,52911300,0.0
162,2021-07-14 00:00:00-04:00,412.19438410369895,412.6844369921227,409.8478820337302,411.1012268066406,64130400,0.0
163,2021-07-15 00:00:00-04:00,409.7536531786738,410.4321636364202,407.78409489025074,409.6971130371094,55126400,0.0
164,2021-07-16 00:00:00-04:00,410.8845422978607,410.93164949947175,406.0878615594616,406.483642578125,75874700,0.0
165,2021-07-19 00:00:00-04:00,401.6303798104182,406.5495732707812,397.6535603558032,400.4806823730469,147987000,0.0
166,2021-07-20 00:00:00-04:00,401.1497800723215,407.501400747123,400.3487563752901,406.2197570800781,99608200,0.0
167,2021-07-21 00:00:00-04:00,407.4259978534785,409.6500155908594,406.17265300699904,409.5086364746094,64724400,0.0
168,2021-07-22 00:00:00-04:00,409.68770044604696,410.6112374024336,408.6982191605414,410.3662109375,47878500,0.0
169,2021-07-23 00:00:00-04:00,412.3074853504877,414.92728406769214,411.61957069748223,414.5880432128906,63766600,0.0
170,2021-07-26 00:00:00-04:00,413.9943528266913,415.6152373869866,413.94724562650384,415.6058044433594,43719200,0.0
171,2021-07-27 00:00:00-04:00,414.55977029444944,414.5880403654888,410.8656513777973,413.7116394042969,67397100,0.0
172,2021-07-28 00:00:00-04:00,414.3430158827244,414.9272831929667,412.1095939830681,413.5419921875,52472400,0.0
173,2021-07-29 00:00:00-04:00,414.47492234460185,416.3408043812597,414.4654894021231,415.257080078125,47435300,0.0
174,2021-07-30 00:00:00-04:00,412.6750483001058,414.7011468766554,412.5431021209287,413.240478515625,68951200,0.0
175,2021-08-02 00:00:00-04:00,414.96494144690735,415.5209386260026,412.01530638371366,412.3734130859375,58783300,0.0
176,2021-08-03 00:00:00-04:00,413.1744764060181,415.8508152285912,410.9693246034538,415.7283020019531,58053900,0.0
177,2021-08-04 00:00:00-04:00,414.4372984535131,415.7000763509947,413.4478171093524,413.6834106445313,46732200,0.0
178,2021-08-05 00:00:00-04:00,414.8518975591552,416.3879718329055,414.5314938393197,416.30316162109375,38969700,0.0
179,2021-08-06 00:00:00-04:00,416.6235474475425,417.4151381494277,416.340817994673,416.9910583496094,46930000,0.0
180,2021-08-09 00:00:00-04:00,416.9627957200079,417.28319943179935,415.8790713621011,416.6518249511719,41222600,0.0
181,2021-08-10 00:00:00-04:00,417.1042234382219,417.88641011533616,416.41630869020463,417.1701965332031,43339300,0.0
182,2021-08-11 00:00:00-04:00,418.2444596064748,418.3009997490048,417.1135992379283,418.2067565917969,44034300,0.0
183,2021-08-12 00:00:00-04:00,418.0559245162748,419.60143158903793,417.1512535823725,419.4600524902344,38909400,0.0
184,2021-08-13 00:00:00-04:00,419.9124196700122,420.24225631588496,419.4223955520399,420.2234191894531,39470300,0.0
185,2021-08-16 00:00:00-04:00,418.9135869117013,421.344899606322,417.349242344877,421.2129821777344,73740000,0.0
186,2021-08-17 00:00:00-04:00,418.6402703129564,419.31878083044,415.4456369974126,418.4518127441406,92673900,0.0
187,2021-08-18 00:00:00-04:00,417.4339681312967,419.0077453243153,413.6267979767696,413.8717956542969,89351900,0.0
188,2021-08-19 00:00:00-04:00,411.1295451700856,415.71893127183074,410.9881948045028,414.5126647949219,92812200,0.0
189,2021-08-20 00:00:00-04:00,414.8613672965725,418.1408108133749,414.3713143506773,417.81097412109375,72008700,0.0
190,2021-08-23 00:00:00-04:00,419.5072452696151,422.4003405723056,417.88636071569806,421.4862365722656,54973000,0.0
191,2021-08-24 00:00:00-04:00,422.15533447265625,422.6924946216656,421.63704021173714,422.15533447265625,38744700,0.0
192,2021-08-25 00:00:00-04:00,422.3438205693488,423.559462473527,421.9668479154579,423.0411682128906,40529700,0.0
193,2021-08-26 00:00:00-04:00,422.75837909709145,422.9939725930576,420.4495800920067,420.5438232421875,57829600,0.0
194,2021-08-27 00:00:00-04:00,421.3542891231876,424.6808684363461,421.2977489797664,424.3039245605469,77235100,0.0
195,2021-08-30 00:00:00-04:00,424.9823689419957,426.9613599308619,424.7373425192974,426.1697692871094,48357400,0.0
196,2021-08-31 00:00:00-04:00,426.07558173887935,426.4148225909087,424.9353171964827,425.5384216308594,59300200,0.0
197,2021-09-01 00:00:00-04:00,426.4808314573712,426.9991257222246,425.529024388811,425.7646179199219,48721400,0.0
198,2021-09-02 00:00:00-04:00,427.1970371611485,427.88495185363297,425.868286218972,427.0745239257813,42501000,0.0
199,2021-09-03 00:00:00-04:00,425.9342671830282,427.4891787367978,425.5290244526351,426.9708557128906,47170500,0.0
200,2021-09-07 00:00:00-04:00,426.62212031775687,426.71636346840927,424.7656424098944,425.4441528320313,51671500,0.0
201,2021-09-08 00:00:00-04:00,424.9070967080154,425.6421473988258,422.9940495640464,424.9259338378906,56181900,0.0
202,2021-09-09 00:00:00-04:00,424.7279399672001,426.49017460744886,422.8620292404232,423.1070556640625,57970400,0.0
203,2021-09-10 00:00:00-04:00,425.0484188351165,425.4724699214577,419.6486049305723,419.7711181640625,89948200,0.0
204,2021-09-13 00:00:00-04:00,422.7867456427512,423.0506092501372,418.517763203472,420.8454284667969,83738600,0.0
205,2021-09-14 00:00:00-04:00,422.2966398969255,422.5039633310245,417.6790129654165,418.57427978515625,78197100,0.0
206,2021-09-15 00:00:00-04:00,418.9984075796477,422.5700138107552,417.8864129380714,422.070556640625,78792200,0.0
207,2021-09-16 00:00:00-04:00,421.5427175266334,422.5227657172719,418.4328662708471,421.4013671875,77786700,0.0
208,2021-09-17 00:00:00-04:00,420.624341728466,421.04975134413576,416.9372852860018,417.2965393066406,118425000,0.0
209,2021-09-20 00:00:00-04:00,411.1325667040566,412.7208202293575,405.4412816283992,410.3384399414063,166445500,0.0
210,2021-09-21 00:00:00-04:00,412.69243982428605,413.9970868901232,409.4213878476513,409.9508056640625,92526100,0.0
211,2021-09-22 00:00:00-04:00,412.2386090323624,416.00128358543776,410.0642166573877,413.9497680664063,102350100,0.0
212,2021-09-23 00:00:00-04:00,415.8311627388794,420.5959520633464,415.5948144627805,418.9793090820313,76396000,0.0
213,2021-09-24 00:00:00-04:00,417.3342812511658,420.3879109765135,417.1168304784034,419.6694030761719,62094800,0.0
214,2021-09-27 00:00:00-04:00,418.6294811744729,419.80175928774906,417.7691700635312,418.4687805175781,61371100,0.0
215,2021-09-28 00:00:00-04:00,415.67991746300174,416.01081083654464,409.2985136846678,410.0359191894531,130436300,0.0
216,2021-09-29 00:00:00-04:00,411.4256253625887,413.1746083672385,410.15880207113577,410.7260437011719,82329200,0.0
217,2021-09-30 00:00:00-04:00,412.210304709682,412.9193495615743,405.36566763843695,405.7060241699219,140506000,0.0
218,2021-10-01 00:00:00-04:00,407.4455344069044,412.2197580892175,403.9003102315903,410.5274963378906,129240100,0.0
219,2021-10-04 00:00:00-04:00,409.355268553824,410.2628379762325,403.07784365864507,405.2333679199219,128570000,0.0
220,2021-10-05 00:00:00-04:00,406.7458984112105,411.7092119458161,405.9423373960166,409.4497375488281,90682500,0.0
221,2021-10-06 00:00:00-04:00,405.8288607796688,411.35941584595423,404.1933492816089,411.15142822265625,113032200,0.0
222,2021-10-07 00:00:00-04:00,414.4508394886383,417.5611615985642,414.2712125155904,414.7060852050781,72437500,0.0
223,2021-10-08 00:00:00-04:00,415.4813289721931,415.8689435670739,413.31637090853405,413.9497680664063,74557400,0.0
224,2021-10-11 00:00:00-04:00,413.2880947701312,416.218819460325,410.8867879638434,410.9529724121094,65233300,0.0
225,2021-10-12 00:00:00-04:00,411.8793876893839,412.2858997617165,409.14718802650935,409.9413146972656,71181200,0.0
226,2021-10-13 00:00:00-04:00,410.9718018108781,412.2386250268791,407.97492201997215,411.4161376953125,72974000,0.0
227,2021-10-14 00:00:00-04:00,415.1032294102518,418.4877531890268,414.6305328149791,418.3364868164063,70236800,0.0
228,2021-10-15 00:00:00-04:00,420.4635947300898,421.8911475892967,419.8396318019155,421.5224304199219,66260200,0.0
229,2021-10-18 00:00:00-04:00,419.7261579005248,423.1106523600176,419.0643712182425,422.7703247070313,62213200,0.0
230,2021-10-19 00:00:00-04:00,424.4059050519018,426.09813801544766,423.79137642429714,426.031982421875,46996800,0.0
231,2021-10-20 00:00:00-04:00,426.495189745649,428.0078244614232,426.3817471909098,427.7052917480469,49571600,0.0
232,2021-10-21 00:00:00-04:00,427.1002090187017,429.04771639911513,426.6653362927829,428.8208312988281,41305400,0.0
233,2021-10-22 00:00:00-04:00,428.3859890424601,429.8419025254368,426.4195551964199,428.3765258789063,58845100,0.0
234,2021-10-25 00:00:00-04:00,429.4731892382675,431.0047214901793,427.6864112280733,430.673828125,45214500,0.0
235,2021-10-26 00:00:00-04:00,432.23376955376807,433.45330597221385,430.68331090396265,431.06146240234375,56075100,0.0
236,2021-10-27 00:00:00-04:00,431.5247099277596,432.1959309782803,429.0761163082587,429.1517639160156,72438000,0.0
