index,date,open,high,low,close,volume
0,2020-11-18 00:00:00-05:00,115.4611723878438,116.63904872341848,114.86736591902952,114.89656829833984,76322100
1,2020-11-19 00:00:00-05:00,114.46823633236951,115.89921220090176,113.7089448331934,115.49036407470705,74113000
2,2020-11-20 00:00:00-05:00,115.49037493540368,115.6169210548832,114.17621587656544,114.22488403320312,73604300
3,2020-11-23 00:00:00-05:00,114.06913532208016,114.49745669006192,110.7301937966756,110.8275375366211,127959300
4,2020-11-24 00:00:00-05:00,110.885966009348,112.77445860760254,109.60100171666316,112.11251068115234,113874200
5,2020-11-25 00:00:00-05:00,112.48241594054052,113.6505557267342,112.11249931432629,112.94966888427734,76499200
6,2020-11-27 00:00:00-05:00,113.47533860340312,114.3709129708123,113.1346317708944,113.49480438232422,46691300
7,2020-11-30 00:00:00-05:00,113.86471334319992,117.75852242774822,113.7089574149293,115.88949584960938,169410200
8,2020-12-01 00:00:00-05:00,117.79746411967524,120.19215587053868,116.82401182614448,119.46206665039062,127728200
9,2020-12-02 00:00:00-05:00,118.78064316901394,120.0948096799896,117.68064477339988,119.81250762939452,89004200
10,2020-12-03 00:00:00-05:00,120.24083575457,120.49393545508784,118.9656155022822,119.67623901367188,78967600
11,2020-12-04 00:00:00-05:00,119.34526159986808,119.5983613009378,118.29393123559596,119.00455474853516,78260400
12,2020-12-07 00:00:00-05:00,119.0629479962768,121.26295226566268,119.00454323508524,120.4647216796875,86712000
13,2020-12-08 00:00:00-05:00,121.06824323820942,121.66204962752003,119.82221828193694,121.07797241210938,82225500
14,2020-12-09 00:00:00-05:00,121.22401378468822,122.6063142688594,117.78772835245422,118.5470199584961,115089200
15,2020-12-10 00:00:00-05:00,117.30098952456378,120.58152609613698,116.96028274160534,119.96824645996094,81312200
16,2020-12-11 00:00:00-05:00,119.17976698694284,119.50100803270227,117.349679312027,119.1603012084961,86939800
17,2020-12-14 00:00:00-05:00,119.3452505477775,120.07533977310264,118.31339348591052,118.5470199584961,79184500
18,2020-12-15 00:00:00-05:00,121.0390623043862,124.5045577398364,120.8346382009764,124.4850845336914,157243700
19,2020-12-16 00:00:00-05:00,124.02754858374912,124.96205437931008,123.20010827082164,124.41692352294922,98208600
20,2020-12-17 00:00:00-05:00,125.47801271123195,126.13996808980455,124.64084302444346,125.2833251953125,94359800
21,2020-12-18 00:00:00-05:00,125.53640555307187,125.6726882705122,122.77179737031577,123.2974624633789,192541500
22,2020-12-21 00:00:00-05:00,121.70100182150271,124.90366074139116,120.17268202586978,124.8257827758789,121251600
