Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-18 00:00:00-05:00,205.38934124888527,206.8505754409513,202.77450729205842,202.91871643066406,28372800,0.56,0.0
2020-11-19 00:00:00-05:00,203.2071721485668,204.79337039826817,201.81322346200548,204.2069549560547,24792700,0.0,0.0
2020-11-20 00:00:00-05:00,203.99541674603475,205.04326905705003,201.88048130423013,202.25540161132812,22843100,0.0,0.0
2020-11-23 00:00:00-05:00,202.79375500799998,204.0819412748359,200.111634964733,201.98623657226562,25683500,0.0,0.0
2020-11-24 00:00:00-05:00,201.48635508285824,205.9661831708243,200.7845840969435,205.5912628173828,33979700,0.0,0.0
2020-11-25 00:00:00-05:00,206.79290679217922,206.96594016357292,204.24537325454432,205.60084533691406,21012900,0.0,0.0
2020-11-27 00:00:00-05:00,206.54299705815234,207.9080920979437,205.76430275885053,206.90829467773438,14512200,0.0,0.0
2020-11-30 00:00:00-05:00,205.82197549364963,206.4564458958065,202.6880117806121,205.7931365966797,33064800,0.0,0.0
2020-12-01 00:00:00-05:00,206.2161355089851,208.91750140694066,205.10099713830965,207.8504180908203,30904500,0.0,0.0
2020-12-02 00:00:00-05:00,206.57180161644624,207.13898610870106,204.5722217772667,207.0428466796875,23724500,0.0,0.0
2020-12-03 00:00:00-05:00,206.31227829998286,208.01384678706904,205.38938947020824,205.9565887451172,25120900,0.0,0.0
2020-12-04 00:00:00-05:00,205.93732826589252,207.0524811628778,204.93753095520978,206.07191467285156,24666000,0.0,0.0
2020-12-07 00:00:00-05:00,206.08151676587187,207.20627770612253,204.7548835554524,206.00460815429688,24620000,0.0,0.0
2020-12-08 00:00:00-05:00,205.69699327130186,208.5617694437516,204.6587489935617,207.65811157226562,23284100,0.0,0.0
2020-12-09 00:00:00-05:00,206.84095836336226,206.9082442233962,203.04368591308923,203.61087036132812,32440600,0.0,0.0
2020-12-10 00:00:00-05:00,203.58205592220745,204.84140328420904,202.2265691271052,202.38038635253906,26733300,0.0,0.0
